	Entrez Gene ID
RN7SKP133	106481812
RN7SKP153	106481813
RN7SKP166	106481814
RN7SKP179	106481815
RN7SKP195	106481816
RN7SKP208	106481817
RN7SKP227	106481818
RN7SKP243	106481819
RN7SKP254	106481820
RN7SKP273	106481821
RN7SKP286	106481822
RN7SKP296	106481823
RN7SL34P	106481824
RN7SL48P	106481825
RN7SL128P	106481826
RN7SL146P	106481827
RN7SL162P	106481828
RN7SL187P	106481829
RN7SL201P	106481830
RN7SL222P	106481831
RN7SL252P	106481832
RN7SL267P	106481833
RN7SL273P	106481834
RN7SL293P	106481835
RN7SL314P	106481836
RN7SL328P	106481837
RN7SL354P	106481838
RN7SL371P	106481839
RN7SL385P	106481840
RN7SL408P	106481841
RN7SL426P	106481842
RN7SL448P	106481843
RN7SL461P	106481844
RN7SL475P	106481845
RN7SL497P	106481846
RN7SL518P	106481847
RN7SL545P	106481848
RN7SL559P	106481849
RN7SL566P	106481850
RN7SL592P	106481851
RN7SL617P	106481852
RN7SL644P	106481853
RN7SL666P	106481854
RN7SL679P	106481855
RN7SL705P	106481856
RN7SL728P	106481857
RN7SL745P	106481858
RN7SL775P	106481859
RN7SL791P	106481860
RN7SL808P	106481861
RN7SL831P	106481862
RN7SL845P	106481863
RN7SL869P	106481864
RNU4ATAC12P	106481865
RNU4ATAC18P	106481866
RNU6ATAC15P	106481867
RNU6ATAC30P	106481868
RNU6ATAC41P	106481869
RNU4-25P	106481870
RNU4-50P	106481871
RNU4-64P	106481872
RNU4-84P	106481873
RMRPP5	106481874
RNU6-108P	106481875
RNU6-122P	106481876
RNU6-133P	106481877
RNU6-154P	106481878
RNU6-166P	106481879
RNU6-187P	106481880
RNU6-199P	106481881
RNU6-206P	106481882
RNU6-227P	106481883
RNU6-246P	106481884
RNU6-261P	106481885
RNU6-280P	106481886
RNU6-327P	106481887
RNU6-339P	106481888
RNU6-355P	106481889
RNU6-367P	106481890
RNU6-387P	106481891
RNU6-399P	106481892
RNU6-410P	106481893
RNU6-428P	106481894
RNU6-440P	106481895
RNU6-449P	106481896
RNU6-461P	106481897
RNU6-486P	106481898
RNU6-502P	106481899
RNU6-521P	106481900
RNU6-533P	106481901
RNU6-547P	106481902
RNU6-566P	106481903
RNU6-578P	106481904
RNU6-597P	106481905
RNU6-609P	106481906
RNU6-621P	106481907
RNU6-641P	106481908
RNU6-654P	106481909
RNU6-672P	106481910
RNU6-681P	106481911
RNU6-702P	106481912
RNU6-719P	106481913
RNU6-737P	106481914
RNU6-755P	106481915
RNU6-767P	106481916
RNU6-782P	106481917
RNU6-836P	106481918
RNU6-850P	106481919
RNU6-862P	106481920
RNU6-883P	106481921
RNU6-896P	106481922
RNU6-915P	106481923
RNU6-936P	106481924
RNU6-949P	106481925
RNU6-971P	106481926
RNU6-984P	106481927
RNU6-996P	106481928
RNU6-1010P	106481929
RNU6-1021P	106481930
RNU6-1039P	106481931
RNU6-1051P	106481932
RNU6-1068P	106481933
RNU6-1086P	106481934
RNU6-1098P	106481935
RNU6-1122P	106481936
RNU6-1132P	106481937
RNU6-1144P	106481938
RNU6-1159P	106481939
RNU6-1171P	106481940
RNU6-1183P	106481941
RNU6-1201P	106481942
RNU6-1212P	106481943
RNU6-1230P	106481944
RNU6-1244P	106481945
RNU6-1255P	106481946
RNU6-1273P	106481947
RNU6-1285P	106481948
RNU6-1303P	106481949
RNU6-1315P	106481950
RNU6-1326P	106481951
RNU1-7P	106481952
RNU1-39P	106481953
RNU1-55P	106481954
RNU1-72P	106481955
RNU1-94P	106481956
RNU1-108P	106481957
RNU1-132P	106481958
RNU2-19P	106481959
RNU2-34P	106481960
RNU2-55P	106481961
RNU2-68P	106481962
DPPA3P3	106481963
ELOCP32	106481964
COX6CP16	106481965
BNIP3P28	106481966
NOP56P3	106481967
B3GNTL1P1	106481968
WBP1LP11	106481969
DUX4L29	106481970
RPL23AP94	106481971
RARRES2P10	106481972
RNU6-12P	106481973
RN7SKP47	106481974
RN7SL45P	106481975
RN7SL567P	106481976
RNU6-139P	106481977
RNU6-534P	106481978
RNU6-982P	106481979
RNU1-61P	106481980
ZNF519P4	106481981
LOC106501712	106501712
LOC106501713	106501713
LOC106560211	106560211
MIR34AHG	106614088
LOC106627981	106627981
LOC106627982	106627982
RNA45SN1	106631777
RNA45S3	106631778
RNA45S2	106631779
RNA45S1	106631780
RNA18SN1	106631781
RNA18S3	106631782
RNA18S2	106632258
RNA18S1	106632259
RNA5-8SN1	106632260
RNA5-8S3	106632261
RNA5-8S2	106632262
RNA5-8S1	106632263
RNA28SN1	106632264
RNA28S3	106632265
RNA28S2	106632266
RNA28S1	106632267
APOB3'MAR	106632268
CCDC58P4	106632269
DUX4L35	106632270
SNORD128	106632271
SNORD133	106633800
SCARNA28	106633801
RN7SKP118	106633802
SNORD134	106633803
SNORD135	106633804
SNORD136	106633805
SNORD142	106633806
RN7SKP251	106633807
SNORD143	106633808
SNORD144	106633809
SCARNA26A	106633810
APOB-ICR	106633812
SIRT1-AS	106633813
SNORA86	106633814
RNU6-205P	106633815
SCARNA26B	106633816
SNORA87	106635520
SNORA88	106635521
SNORA89	106635522
SNORA90	106635523
SNORA91	106635524
SNORA92	106635525
SNORA93	106635526
LINC01323	106635527
SNORA94	106635528
SNORA95	106635529
SNORA98	106635530
SNORA99	106635531
SNORA100	106635532
SNORA103	106635533
SNORA104	106635534
RN7SKP173	106635535
RN7SKP176	106635536
RN7SL860P	106635537
SNORA105A	106635539
SNORA105B	106635540
SNORA105C	106635541
SNORA107	106635542
SNORA108	106635543
SNORA109	106635544
SNORA110	106635545
SNORA111	106635546
SNORD129	106635547
SNORD130	106635548
SNORD131	106635549
SNORD132	106635550
SNORD137	106635615
SNORD140	106635682
SNORD141A	106635683
SNORD141B	106635684
MIR2117HG	106660605
LOC106660606	106660606
DUX4L42	106660607
HSERVPRODH	106660608
MIR4432HG	106660609
MIR5689HG	106660610
RNU2-22P	106660611
LINC00680	106660612
LINC00680-GUSBP4	106660613
EGLN1P1	106660614
SAP18P3	106660616
DUX4L43	106660617
TP53TG3GP	106660619
RARRES2P9	106660620
CNTNAP3P3	106660623
LOC106660625	106660625
MTATP6P6	106660633
LOC106677019	106677019
LOC106694315	106694315
LOC106694316	106694316
LOC106699567	106699567
ERVW-9	106699568
LOC106699570	106699570
DUP14Q32	106699575
RC14S	106699576
LOC106707172	106707172
LOC106707173	106707173
LOC106707174	106707174
ERVK-28	106707175
PRH1-TAS2R14	106707243
LOC106721785	106721785
LOC106728414	106728414
LOC106728418	106728418
LOC106736464	106736464
LOC106736465	106736465
LOC106736468	106736468
LOC106736469	106736469
LOC106736470	106736470
PCF11-AS1	106736475
LOC106736476	106736476
LOC106736477	106736477
LOC106736480	106736480
LOC106736481	106736481
MCS+9.7	106736613
LOC106736614	106736614
LOC106780800	106780800
KCNK4-TEX40	106780802
LOC106780803	106780803
LOC106780804	106780804
LOC106780824	106780824
LOC106780825	106780825
LOC106783492	106783492
LOC106783493	106783493
LOC106783494	106783494
LOC106783495	106783495
LOC106783496	106783496
LOC106783497	106783497
LOC106783498	106783498
OPA8	106783499
LOC106783500	106783500
LOC106783501	106783501
LOC106783502	106783502
LOC106783503	106783503
LOC106783504	106783504
LOC106783505	106783505
LOC106783506	106783506
LOC106783507	106783507
LOC106783508	106783508
LOC106783509	106783509
LOC106783574	106783574
LOC106783575	106783575
LOC106783576	106783576
LOC106794091	106794091
LOC106794092	106794092
LOC106799832	106799832
LOC106799833	106799833
LOC106799834	106799834
LOC106799835	106799835
LOC106799836	106799836
LOC106799837	106799837
LOC106799838	106799838
LOC106799839	106799839
LOC106799840	106799840
LOC106799841	106799841
LOC106799842	106799842
LOC106799843	106799843
LOC106799844	106799844
LOC106799845	106799845
LOC106799846	106799846
LOC106799848	106799848
LOC106799849	106799849
YUHAL	106799914
LOC106799915	106799915
LOC106804089	106804089
LOC106804547	106804547
LOC106804612	106804612
LOC106804613	106804613
BUB1B-PAK6	106821730
MRD2	106865367
LOC106865368	106865368
LOC106865369	106865369
RNU6-146P	106865372
GET1-SH3BGR	106865373
RNU6-468P	106865374
RNA5SP334	106865375
RN7SL431P	106866913
RNU6-1240P	106866914
RNU1-125P	106866915
RNU2-15P	106866980
RNU6-244P	106866981
DES-LCR	106866982
LOC106867047	106867047
DUSP8P5	106903081
LOC106903146	106903146
LOC106992256	106992256
LOC107001062	107001062
LOC107001063	107001063
LOC107032760	107032760
LOC107032825	107032825
DSPS	107048980
RN7SL731P	107048981
LOC107048982	107048982
RNU1-149P	107048983
LOC107048984	107048984
RNU4-46P	107048985
RN7SKP70	107057644
LOC107057645	107057645
RNU4-22P	107057646
RNU6-112P	107057647
RN7SKP241	107063536
RNU6-669P	107063537
AHCYP8	107063538
RN7SL75P	107063539
RNU6-914P	107063540
CYP2C63P	107063541
ORS8	107063542
CYP3A137P	107063543
RNU7-103P	107063544
KAOGS	107063609
LOC107063610	107063610
MTND6P24	107063611
RNU6-941P	107063612
RN7SL657P	107074708
NDUFB4P4	107075092
NDUFB4P7	107075094
NDUFB4P5	107075096
NDUFB4P6	107075097
MTND4LP2	107075098
MTND4LP10	107075099
MTND4LP13	107075100
MTND4LP18	107075101
MTND4LP22	107075102
MTND4LP24	107075103
MTND4LP26	107075104
NDUFB4P10	107075105
RHOXF1P2	107075106
SEPTIN14P21	107075107
SLC47A1P1	107075108
RPSAP65	107075109
RPSAP66	107075110
RPSAP67	107075111
RPSAP72	107075112
RPSAP74	107075113
RPSAP75	107075114
RPL12P47	107075115
MIR3142HG	107075116
MTND4P35	107075117
MTND5P33	107075118
MTND5P35	107075119
MTCYBP14	107075120
MTCYBP10	107075121
MTCYBP11	107075122
MTCYBP12	107075123
MTCYBP9	107075124
MTCYBP5	107075125
MTCYBP16	107075126
MTCYBP19	107075127
MTCYBP20	107075128
MTCYBP13	107075129
MTCYBP18	107075130
MTCYBP23	107075131
MTCYBP24	107075132
MTCYBP27	107075133
MTCYBP28	107075134
MTCYBP29	107075135
MTCYBP31	107075136
MTCO1P6	107075137
MTCO1P8	107075138
MTCO1P9	107075139
MTCO1P10	107075140
MTCO1P12	107075141
MTCO1P14	107075142
MTCO1P18	107075143
MTCO1P19	107075144
MTCO2P7	107075145
MTCO2P8	107075146
MTCO2P15	107075147
MTCO2P16	107075148
MTCO2P18	107075149
MTCO3P7	107075150
MTCO3P8	107075151
MTCO3P10	107075152
MTCO3P11	107075153
MTCO3P15	107075154
MTCO3P16	107075155
MTCO3P19	107075156
MTATP6P14	107075157
MTATP6P16	107075158
MTATP6P18	107075159
MTND3P12	107075160
MTND3P19	107075161
MTCO3P21	107075162
MTCO1P20	107075163
MTCO1P21	107075164
MTCO1P22	107075165
MTCO1P24	107075166
MTCO1P25	107075167
MTCO1P27	107075168
MTCO1P28	107075169
MTCO1P30	107075170
MTCO1P31	107075171
MTCO1P40	107075172
MTCO1P43	107075173
MTCO1P45	107075174
MTCO1P46	107075175
MTCO1P48	107075176
MTCO1P49	107075177
MTCO1P54	107075178
MTCO1P55	107075179
MTCO3P20	107075180
MTCO2P5	107075181
MTCO3P23	107075182
MTCO3P27	107075183
MTCO3P28	107075184
MTCO3P29	107075185
MTCO3P31	107075186
MTCO3P38	107075187
MTCO3P40	107075188
MTCO3P42	107075189
MTCO3P43	107075190
MTCO2P21	107075191
MTCO2P23	107075192
MTCO2P24	107075193
MTCO2P29	107075194
MTCO2P30	107075195
MTCO2P32	107075196
MTCO2P33	107075197
MTND3P21	107075198
MTND3P24	107075199
MTND6P32	107075200
MTATP6P20	107075201
MTATP6P22	107075202
MTATP6P25	107075203
MTATP6P27	107075204
MTATP6P31	107075205
NDUFA8P1	107075207
NDUFB2P1	107075208
NDUFS6P1	107075209
MTND4LP16	107075210
NDUFB4P9	107075211
RPL12P50	107075212
MTCYBP17	107075213
MTCO2P11	107075214
MTCO3P18	107075215
MTCO3P4	107075216
MTCO3P24	107075217
MTCO3P45	107075218
LAPTM4BP2	107075219
MTCYBP8	107075220
MTCYBP22	107075221
MTCO1P17	107075222
MTCO2P19	107075223
MTCO3P13	107075224
MTCO1P29	107075225
MTCO1P44	107075226
MTCO1P52	107075227
MTCO3P5	107075228
MTCO3P30	107075229
MTCO2P20	107075230
MTCYBP32	107075231
MTATP6P24	107075232
NDUFB9P1	107075233
MTCO1P35	107075234
MTND4LP5	107075235
MTND4LP7	107075236
MTND4LP9	107075237
MTND4LP11	107075238
MTND4LP12	107075239
MTND4LP17	107075240
MTND4LP19	107075241
MTND4LP20	107075242
MTND4LP25	107075243
MTND4LP30	107075244
MTND4LP3	107075245
NDUFB4P8	107075246
NDUFB4P11	107075247
RARRES2P11	107075248
RPSAP71	107075249
RPSAP73	107075250
RPL12P46	107075251
RPL12P49	107075252
MTND4P33	107075253
MTND5P32	107075254
MTND5P34	107075255
MTND5P40	107075256
MTCYBP7	107075257
MTCYBP15	107075258
MTCYBP6	107075259
MTCYBP21	107075260
MTND6P22	107075261
MTND6P25	107075262
MTCO1P7	107075263
MTCO1P11	107075264
MTCO1P15	107075265
MTCO2P6	107075266
MTCO2P9	107075267
MTCO2P17	107075268
MTCO3P9	107075269
MTCO3P12	107075270
MTCO3P17	107075271
MTATP6P13	107075272
MTATP6P15	107075273
MTATP6P17	107075274
MTATP6P19	107075275
MTND2P38	107075276
MTND3P13	107075277
MTND3P16	107075278
MTND3P17	107075279
MTND2P40	107075280
MTCO1P23	107075281
MTCO1P39	107075282
MTCO1P42	107075283
MTCO1P47	107075284
MTCO1P53	107075285
MTCO1P56	107075286
MTCO3P35	107075287
MTCO3P41	107075288
MTCO3P44	107075289
MTCO2P25	107075290
MTCO2P27	107075291
MTCO2P31	107075292
MTCO3P46	107075293
MTND3P20	107075294
MTND3P23	107075295
MTND4LP31	107075296
MTND3P25	107075297
MTND6P33	107075298
MTATP6P21	107075299
MTATP6P23	107075300
MTATP6P26	107075301
MTATP6P30	107075302
NDUFAB1P1	107075303
NDUFB10P2	107075304
MTND4LP14	107075305
MTND4LP21	107075306
RHOXF1P3	107075307
MTND4P34	107075308
MTND5P41	107075309
MTCO2P12	107075310
MTATP6P11	107075311
MTND2P39	107075312
MTCO3P39	107075313
MTND3P22	107075314
MTATP6P29	107075315
DUX4L32	107075316
LOC107075317	107075317
RNU6-707P	107075318
RN7SL151P	107075319
MTATP8P4	107080107
DUX4L37	107080108
DUX4L33	107080551
LOC107080552	107080552
PCMTD1P7	107080553
LINC01400	107080554
LOC107080555	107080555
ODF2-AS1	107080620
LINC01077	107080621
USP9YP28	107080622
LINC01067	107080624
RN7SKP54	107080626
IQCA1-AS1	107080627
RNU1-48P	107080628
RNU2-52P	107080629
RN7SL68P	107080632
CFTRP2	107080633
RN7SL417P	107080636
UPK3BP1	107080637
TBC1D7-LOC100130357	107080638
ANKRD62P1	107080639
CYP4A26P	107080641
DUX4L36	107080642
CNPY3-GNMT	107080644
DUX4L39	107080645
LOC107080646	107080646
DUX4L38	107080648
DUX4L40	107080649
DUX4L41	107080650
DUX4L44	107080651
RN7SL736P	107080652
RN7SL796P	107080653
RN7SL825P	107080654
RNU4-33P	107080655
DUX4L48	107105251
DUX4L49	107105252
RNU6-322P	107105253
RNU6-799P	107105254
PCMTD1P6	107105255
RNU6-1055P	107105256
PCMTD1P8	107105257
PCMTD1P4	107105258
RNU6-1108P	107105259
PCMTD1P5	107105260
RNU1-5P	107105261
RNU1-41P	107105262
SEPTIN14P2	107105263
RNU1-70P	107105264
SEPTIN14P3	107105265
SEPTIN14P4	107105266
MTCO1P26	107105267
MTCO1P32	107105268
MTCO1P33	107105269
MTCO1P34	107105270
SEPTIN14P19	107105271
MTCO1P36	107105272
MTCO1P37	107105273
MTCO1P38	107105274
SEPTIN14P5	107105276
MTCO1P41	107105277
SEPTIN14P6	107105278
MTCO1P50	107105279
SEPTIN14P7	107105280
MTCO1P13	107105281
SCTR-AS1	107105282
MTCO1P16	107105283
LOC107105350	107105350
SEPTIN14P10	107105352
SEPTIN14P11	107105353
SEPTIN14P14	107105354
LOC107126281	107126281
SEPTIN14P15	107126282
SEPTIN14P16	107126283
SEPTIN14P18	107126284
SEPTIN14P20	107126285
SEPTIN14P22	107126286
BCRP9	107126287
LOC107126288	107126288
SLC25A39P2	107126289
SEPTIN14P23	107126290
CYP4F60P	107126294
LOC107126359	107126359
AOX3P	107126360
CD2-LCR	107126361
MTCO2P28	107126362
MTATP6P8	107131119
MTND4LP4	107131120
MTND4LP6	107131121
RNU6-29P	107131122
MTND4LP15	107131123
MTND4LP8	107131124
CDK2AP2P2	107133486
MTND4LP23	107133487
MTND4LP27	107133488
MTND4LP28	107133489
MTND4LP29	107133490
MTND5P36	107133491
MTND5P37	107133493
CYP4F27P	107133494
MTND5P38	107133495
MTND5P39	107133496
CYP4F32P	107133497
MTND6P23	107133498
CYP4F33P	107133499
MTND6P26	107133500
MTND6P27	107133501
USP9YP14	107133502
MTND6P28	107133503
MTND6P29	107133504
MTND6P30	107133505
MTND6P31	107133507
RNA5SP387	107133508
LOC107133509	107133509
LOC107133510	107133510
ENPP7P6	107133511
KRT18P64	107133513
SMURF2P1-LRRC37BP1	107133515
SMURF2P1	107133516
LOC107133517	107133517
LOC107133518	107133518
PSAT1P2	107133519
DHX40P1	107133522
ELOCP27	107133523
PARP4P3	107133524
DTX2P1	107161144
PMS2P11	107161145
MTND2P34	107161146
MTND2P35	107161147
MTND2P36	107161148
MTND2P37	107161150
AOX3P-AOX2P	107161151
MTCO2P10	107161153
PGBD4P1	107161154
LOC107161156	107161156
YAM1	107161157
LINC02415	107161159
MTND3P11	107161160
MTND3P14	107161161
MTND3P15	107161162
NPAP1P7	107161163
MTND3P18	107161164
MTATP8P3	107161229
CLUHP10	107161230
LINC01593	107178918
RNY3P15	107178919
CSGALNACT2P2	107178920
LOC107181287	107181287
LOC107181288	107181288
NBLST7	107181289
PYDC5	107181291
LOC107195252	107195252
LOC107197952	107197952
ORI6	107197953
LOC107198087	107198087
LOC107198088	107198088
LOC107198089	107198089
ORI343	107228316
NOA3	107228317
LOC107228318	107228318
LOC107228383	107228383
LOC107275221	107275221
LOC107275222	107275222
LOC107275223	107275223
LOC107275224	107275224
LOC107275225	107275225
LOC107275226	107275226
BOLA2-SMG1P6	107282092
LOC107303337	107303337
LOC107303338	107303338
LOC107303339	107303339
LOC107303340	107303340
LOC107303341	107303341
LOC107303342	107303342
LOC107303343	107303343
SETDB2-PHF11	107303344
DHS6S1	107305681
LOC107305683	107305683
LOC107305684	107305684
LOC107305685	107305685
LOC107305686	107305686
LOC107325936	107325936
LOC107325941	107325941
LOC107325942	107325942
LOC107372315	107372315
SCARNA21B	107397391
SCARNA18B	107397392
SNORA101A	107399301
SNORA101B	107399303
MTCYBP25	107403064
MTCYBP26	107403065
MTCYBP30	107403066
CYP4F31P	107403068
MTATP6P10	107403069
MTATP6P28	107403070
MTATP6P12	107403071
MTATP6P5	107403073
MTND4P36	107403074
LOC107403075	107403075
C2orf69P5	107403078
WBP1LP9	107403079
LOC107403080	107403080
FAM183EP	107403081
CNTNAP3P9	107403148
CNTNAP3P4	107403150
GTF2IP10	107403151
LOC107403153	107403153
GTF2IP15	107403154
GTF2IP17	107403156
GTF2IP19	107403157
MTCO2P26	107403163
LOC107403164	107403164
MTCO2P13	107403168
MTCO2P14	107403169
LOC107403234	107403234
MTCO3P6	107403235
MTCO3P14	107403236
MTCO3P3	107403237
MTCO3P25	107403240
MTCO3P26	107403241
LOC107403242	107403242
MTCO3P32	107436001
LOC107436002	107436002
MTCO3P33	107436003
MTCO3P34	107436004
MTCO3P36	107436006
MTCO3P37	107436007
LOC107436008	107436008
CYP2C23P	107436076
LOC107457584	107457584
LOC107457585	107457585
LOC107457586	107457586
LOC107457587	107457587
CYP4F61P	107457588
DEL16P13.2	107457589
LOC107457596	107457596
LOC107457597	107457597
LOC107457599	107457599
LOC107457601	107457601
LOC107457602	107457602
RNU1-79P	107521942
RNU1-116P	107521946
RNU1-152P	107521952
LOC107522028	107522028
LOC107522029	107522029
LOC107522030	107522030
LOC107522031	107522031
LOC107522035	107522035
LOC107522039	107522039
DEL15Q14	107522105
LOC107546745	107546745
LOC107546746	107546746
LOC107546747	107546747
LINC01976	107546764
LOC107546778	107546778
LOC107546780	107546780
IGHVII-30-21	107548099
LOC107548103	107548103
LOC107548109	107548109
LOC107548111	107548111
LOC107548112	107548112
OPSIN-LCR	107604627
LOC107648851	107648851
LOC107648856	107648856
LOC107648859	107648859
LOC107648863	107648863
LOC107648864	107648864
LOC107648866	107648866
LOC107652445	107652445
LOC107758904	107758904
LOC107832851	107832851
LOC107832852	107832852
LOC107832854	107832854
LOC107832855	107832855
LOC107838685	107838685
LOC107880064	107880064
ARMD10	107880065
LOC107882126	107882126
LOC107882127	107882127
LOC107882129	107882129
LOC107882132	107882132
LOC107882133	107882133
LOC107963947	107963947
LOC107963948	107963948
LOC107963949	107963949
LOC107963950	107963950
LOC107963951	107963951
LOC107963955	107963955
LOC107966121	107966121
RER	107966124
LOC107966125	107966125
LOC107980434	107980434
LOC107980440	107980440
LOC107980445	107980445
LOC107982234	107982234
LOC107983949	107983949
LOC107983950	107983950
LOC107983952	107983952
ELOA3C	107983955
LOC107983958	107983958
LOC107983959	107983959
LOC107983960	107983960
LOC107983961	107983961
LOC107983962	107983962
LOC107983963	107983963
LOC107983966	107983966
LOC107983969	107983969
LOC107983971	107983971
LOC107983974	107983974
CAPS2-AS1	107983975
LOC107983976	107983976
LOC107983979	107983979
LOC107983980	107983980
LOC107983981	107983981
LOC107983982	107983982
LOC107983983	107983983
LOC107983985	107983985
SMIM34B	107983987
SPEM3	107983988
LOC107983989	107983989
LOC107983990	107983990
UPK3BL2	107983993
LOC107983995	107983995
LOC107983996	107983996
LOC107983998	107983998
LINC02792	107983999
LOC107984000	107984000
LOC107984001	107984001
LINC02646	107984002
LOC107984003	107984003
LOC107984004	107984004
LOC107984005	107984005
LOC107984006	107984006
LOC107984007	107984007
LINC00415	107984009
LOC107984010	107984010
LOC107984011	107984011
LOC107984012	107984012
LOC107984013	107984013
LOC107984014	107984014
LOC107984015	107984015
LOC107984016	107984016
LOC107984017	107984017
LOC107984018	107984018
LOC107984019	107984019
LOC107984020	107984020
LOC107984021	107984021
LOC107984023	107984023
LOC107984024	107984024
LOC107984025	107984025
LINC02277	107984027
LINC02810	107984028
LOC107984029	107984029
LOC107984030	107984030
LOC107984031	107984031
LOC107984032	107984032
LOC107984034	107984034
LOC107984035	107984035
LOC107984036	107984036
LOC107984037	107984037
LOC107984040	107984040
LOC107984041	107984041
LOC107984043	107984043
LOC107984059	107984059
LOC107984063	107984063
LOC107984069	107984069
LOC107984079	107984079
LOC107984083	107984083
LOC107984087	107984087
LOC107984088	107984088
LOC107984089	107984089
LOC107984092	107984092
LOC107984097	107984097
LOC107984098	107984098
LOC107984104	107984104
LOC107984109	107984109
LOC107984111	107984111
LOC107984112	107984112
LOC107984113	107984113
MIR583HG	107984114
LOC107984116	107984116
LINC02058	107984117
LOC107984118	107984118
LOC107984120	107984120
LOC107984123	107984123
LOC107984124	107984124
LOC107984126	107984126
LOC107984127	107984127
LOC107984128	107984128
LOC107984129	107984129
LOC107984130	107984130
LOC107984131	107984131
LOC107984132	107984132
LOC107984133	107984133
LOC107984135	107984135
LOC107984136	107984136
LOC107984137	107984137
LOC107984138	107984138
LOC107984139	107984139
LOC107984140	107984140
LOC107984142	107984142
LOC107984143	107984143
LOC107984149	107984149
LOC107984150	107984150
LOC107984151	107984151
LOC107984153	107984153
LOC107984154	107984154
LOC107984156	107984156
LOC107984158	107984158
LOC107984160	107984160
ARL4AP3	107984161
LOC107984162	107984162
LOC107984164	107984164
LOC107984165	107984165
LOC107984168	107984168
LOC107984169	107984169
LOC107984170	107984170
LOC107984171	107984171
LOC107984172	107984172
LOC107984173	107984173
LOC107984174	107984174
LOC107984175	107984175
LOC107984176	107984176
LOC107984177	107984177
LINC02632	107984178
LOC107984179	107984179
LOC107984180	107984180
LOC107984181	107984181
LOC107984182	107984182
LOC107984183	107984183
LOC107984184	107984184
LOC107984185	107984185
LOC107984186	107984186
LOC107984187	107984187
LOC107984188	107984188
LOC107984189	107984189
LOC107984190	107984190
LOC107984191	107984191
LOC107984192	107984192
LOC107984193	107984193
LOC107984195	107984195
LOC107984196	107984196
LOC107984197	107984197
LOC107984198	107984198
LOC107984199	107984199
LOC107984200	107984200
LOC107984201	107984201
LOC107984202	107984202
LOC107984203	107984203
LOC107984204	107984204
LOC107984205	107984205
LOC107984206	107984206
LOC107984207	107984207
LOC107984208	107984208
LOC107984209	107984209
LOC107984210	107984210
LOC107984211	107984211
LOC107984212	107984212
LOC107984213	107984213
LOC107984214	107984214
LOC107984215	107984215
LOC107984216	107984216
LOC107984217	107984217
LOC107984218	107984218
LOC107984219	107984219
LOC107984220	107984220
LOC107984221	107984221
LOC107984222	107984222
LOC107984223	107984223
LOC107984224	107984224
